Date,Stop_1,Stop_2,Year,Month,Distance,Seats,Flights,Revenue_Percent,Passengers,Route,Crutch,Type
1-Mar-19,BNE,DRW,2019,3,"2,852",32421,201,73,23626,Brisbane - Darwin,3,Metropolitian
1-Apr-19,BNE,DRW,2019,4,"2,852",34842,214,83,29037,Brisbane - Darwin,4,Metropolitian
1-May-19,BNE,DRW,2019,5,"2,852",35171,226,83,29165,Brisbane - Darwin,5,Metropolitian
1-Jun-19,BNE,DRW,2019,6,"2,852",39480,239,84,32996,Brisbane - Darwin,6,Metropolitian
1-Jul-19,BNE,DRW,2019,7,"2,852",47340,285,84,39625,Brisbane - Darwin,7,Metropolitian
1-Aug-19,BNE,DRW,2019,8,"2,852",41917,257,85,35716,Brisbane - Darwin,8,Metropolitian
1-Sep-19,BNE,DRW,2019,9,"2,852",40038,245,81,32518,Brisbane - Darwin,9,Metropolitian
1-Oct-19,BNE,DRW,2019,10,"2,852",38334,237,77,29577,Brisbane - Darwin,10,Metropolitian
1-Nov-19,BNE,DRW,2019,11,"2,852",32100,201,80,25708,Brisbane - Darwin,11,Metropolitian
1-Dec-19,BNE,DRW,2019,12,"2,852",37466,227,76,28523,Brisbane - Darwin,12,Metropolitian
1-Jan-20,BNE,DRW,2020,1,"2,852",37710,230,75,28226,Brisbane - Darwin,13,Metropolitian
1-Feb-20,BNE,DRW,2020,2,"2,852",26502,169,75,19858,Brisbane - Darwin,14,Metropolitian
1-Mar-20,BNE,DRW,2020,3,"2,852",23024,151,66,15128,Brisbane - Darwin,15,Metropolitian
1-Apr-20,BNE,DRW,2020,4,"2,852",,,,,Brisbane - Darwin,16,Metropolitian
1-May-20,BNE,DRW,2020,5,"2,852",,,,,Brisbane - Darwin,17,Metropolitian
1-Jun-20,BNE,DRW,2020,6,"2,852",,,,,Brisbane - Darwin,18,Metropolitian
1-Jul-20,BNE,DRW,2020,7,"2,852",12144,112,66,8066,Brisbane - Darwin,19,Metropolitian
1-Aug-20,BNE,DRW,2020,8,"2,852",17348,130,64,11060,Brisbane - Darwin,20,Metropolitian
1-Sep-20,BNE,DRW,2020,9,"2,852",21524,140,73,15789,Brisbane - Darwin,21,Metropolitian
1-Oct-20,BNE,DRW,2020,10,"2,852",25106,160,77,19197,Brisbane - Darwin,22,Metropolitian
1-Nov-20,BNE,DRW,2020,11,"2,852",24202,153,72,17384,Brisbane - Darwin,23,Metropolitian
1-Dec-20,BNE,DRW,2020,12,"2,852",31577,196,77,24347,Brisbane - Darwin,24,Metropolitian
1-Jan-21,BNE,DRW,2021,1,"2,852",31576,191,66,20950,Brisbane - Darwin,25,Metropolitian
1-Feb-21,BNE,DRW,2021,2,"2,852",23312,153,66,15365,Brisbane - Darwin,26,Metropolitian
1-Mar-21,BNE,DRW,2021,3,"2,852",27520,174,73,20180,Brisbane - Darwin,27,Metropolitian
1-Apr-21,BNE,DRW,2021,4,"2,852",32312,199,76,24576,Brisbane - Darwin,28,Metropolitian
1-May-21,BNE,DRW,2021,5,"2,852",35042,213,85,29641,Brisbane - Darwin,29,Metropolitian
1-Jun-21,BNE,DRW,2021,6,"2,852",37224,208,78,29051,Brisbane - Darwin,30,Metropolitian
1-Jan-19,BNE,EMD,2019,1,653,24314,355,59,14369,Brisbane - Emerald,1,Regional
1-Feb-19,BNE,EMD,2019,2,653,23792,350,63,14910,Brisbane - Emerald,2,Regional
1-Mar-19,BNE,EMD,2019,3,653,25222,375,65,16332,Brisbane - Emerald,3,Regional
1-Apr-19,BNE,EMD,2019,4,653,23324,345,67,15585,Brisbane - Emerald,4,Regional
1-May-19,BNE,EMD,2019,5,653,26268,387,66,17295,Brisbane - Emerald,5,Regional
1-Jun-19,BNE,EMD,2019,6,653,24300,360,69,16639,Brisbane - Emerald,6,Regional
1-Jul-19,BNE,EMD,2019,7,653,26380,386,71,18616,Brisbane - Emerald,7,Regional
1-Aug-19,BNE,EMD,2019,8,653,25600,378,71,18119,Brisbane - Emerald,8,Regional
1-Sep-19,BNE,EMD,2019,9,653,25430,373,69,17550,Brisbane - Emerald,9,Regional
1-Oct-19,BNE,EMD,2019,10,653,26268,392,72,18854,Brisbane - Emerald,10,Regional
1-Nov-19,BNE,EMD,2019,11,653,25020,366,70,17429,Brisbane - Emerald,11,Regional
1-Dec-19,BNE,EMD,2019,12,653,23672,350,67,15796,Brisbane - Emerald,12,Regional
1-Jan-20,BNE,EMD,2020,1,653,23574,350,67,15792,Brisbane - Emerald,13,Regional
1-Feb-20,BNE,EMD,2020,2,653,23606,347,66,15540,Brisbane - Emerald,14,Regional
1-Mar-20,BNE,EMD,2020,3,653,22850,349,57,13052,Brisbane - Emerald,15,Regional
1-Apr-20,BNE,EMD,2020,4,653,,,,,Brisbane - Emerald,16,Regional
1-May-20,BNE,EMD,2020,5,653,,,,,Brisbane - Emerald,17,Regional
1-Jun-20,BNE,EMD,2020,6,653,,,,,Brisbane - Emerald,18,Regional
1-Jul-20,BNE,EMD,2020,7,653,,,,,Brisbane - Emerald,19,Regional
1-Aug-20,BNE,EMD,2020,8,653,,,,,Brisbane - Emerald,20,Regional
1-Sep-20,BNE,EMD,2020,9,653,,,,,Brisbane - Emerald,21,Regional
1-Oct-20,BNE,EMD,2020,10,653,,,,,Brisbane - Emerald,22,Regional
1-Nov-20,BNE,EMD,2020,11,653,,,,,Brisbane - Emerald,23,Regional
1-Dec-20,BNE,EMD,2020,12,653,20700,316,47,9708,Brisbane - Emerald,24,Regional
1-Jan-21,BNE,EMD,2021,1,653,,,,,Brisbane - Emerald,25,Regional
1-Feb-21,BNE,EMD,2021,2,653,18888,290,52,9771,Brisbane - Emerald,26,Regional
1-Mar-21,BNE,EMD,2021,3,653,22476,346,57,12752,Brisbane - Emerald,27,Regional
1-Apr-21,BNE,EMD,2021,4,653,20762,315,60,12519,Brisbane - Emerald,28,Regional
1-May-21,BNE,EMD,2021,5,653,22972,338,60,13846,Brisbane - Emerald,29,Regional
1-Jun-21,BNE,EMD,2021,6,653,23426,343,60,14082,Brisbane - Emerald,30,Regional
1-Jan-19,BNE,GLT,2019,1,434,26712,348,67,17907,Brisbane - Gladstone,1,Regional
1-Feb-19,BNE,GLT,2019,2,434,29148,384,62,17927,Brisbane - Gladstone,2,Regional
1-Mar-19,BNE,GLT,2019,3,434,31641,418,65,20586,Brisbane - Gladstone,3,Regional
1-Apr-19,BNE,GLT,2019,4,434,30830,407,67,20497,Brisbane - Gladstone,4,Regional
1-May-19,BNE,GLT,2019,5,434,32550,436,65,21006,Brisbane - Gladstone,5,Regional
1-Jun-19,BNE,GLT,2019,6,434,30756,408,65,19946,Brisbane - Gladstone,6,Regional
1-Jul-19,BNE,GLT,2019,7,434,32527,435,69,22526,Brisbane - Gladstone,7,Regional
1-Aug-19,BNE,GLT,2019,8,434,32498,431,66,21419,Brisbane - Gladstone,8,Regional
1-Sep-19,BNE,GLT,2019,9,434,31342,417,68,21364,Brisbane - Gladstone,9,Regional
1-Oct-19,BNE,GLT,2019,10,434,33068,438,69,22692,Brisbane - Gladstone,10,Regional
1-Nov-19,BNE,GLT,2019,11,434,31644,418,68,21574,Brisbane - Gladstone,11,Regional
1-Dec-19,BNE,GLT,2019,12,434,30014,397,68,20343,Brisbane - Gladstone,12,Regional
1-Jan-20,BNE,GLT,2020,1,434,30278,401,63,18976,Brisbane - Gladstone,13,Regional
1-Feb-20,BNE,GLT,2020,2,434,30174,400,61,18277,Brisbane - Gladstone,14,Regional
1-Mar-20,BNE,GLT,2020,3,434,28080,372,47,13274,Brisbane - Gladstone,15,Regional
1-Apr-20,BNE,GLT,2020,4,434,8320,110,12,1015,Brisbane - Gladstone,16,Regional
1-May-20,BNE,GLT,2020,5,434,3412,44,39,1342,Brisbane - Gladstone,17,Regional
1-Jun-20,BNE,GLT,2020,6,434,4172,54,57,2384,Brisbane - Gladstone,18,Regional
1-Jul-20,BNE,GLT,2020,7,434,,,,,Brisbane - Gladstone,19,Regional
1-Aug-20,BNE,GLT,2020,8,434,,,,,Brisbane - Gladstone,20,Regional
1-Sep-20,BNE,GLT,2020,9,434,,,,,Brisbane - Gladstone,21,Regional
1-Oct-20,BNE,GLT,2020,10,434,18698,243,46,8580,Brisbane - Gladstone,22,Regional
1-Nov-20,BNE,GLT,2020,11,434,19824,258,50,9851,Brisbane - Gladstone,23,Regional
1-Dec-20,BNE,GLT,2020,12,434,20744,272,56,11708,Brisbane - Gladstone,24,Regional
1-Jan-21,BNE,GLT,2021,1,434,19852,260,42,8278,Brisbane - Gladstone,25,Regional
1-Feb-21,BNE,GLT,2021,2,434,18040,236,59,10686,Brisbane - Gladstone,26,Regional
1-Mar-21,BNE,GLT,2021,3,434,21714,285,59,12796,Brisbane - Gladstone,27,Regional
1-Apr-21,BNE,GLT,2021,4,434,25254,333,54,13699,Brisbane - Gladstone,28,Regional
1-May-21,BNE,GLT,2021,5,434,26712,352,59,15659,Brisbane - Gladstone,29,Regional
1-Jun-21,BNE,GLT,2021,6,434,28072,371,53,14792,Brisbane - Gladstone,30,Regional
1-Jan-19,BNE,HBA,2019,1,"1,791",31788,179,81,25674,Brisbane - Hobart,1,Metropolitian
1-Feb-19,BNE,HBA,2019,2,"1,791",23904,134,79,18948,Brisbane - Hobart,2,Metropolitian
1-Mar-19,BNE,HBA,2019,3,"1,791",25292,142,78,19831,Brisbane - Hobart,3,Metropolitian
1-Apr-19,BNE,HBA,2019,4,"1,791",24821,140,85,20991,Brisbane - Hobart,4,Metropolitian
1-May-19,BNE,HBA,2019,5,"1,791",18507,109,82,15075,Brisbane - Hobart,5,Metropolitian
1-Jun-19,BNE,HBA,2019,6,"1,791",19244,112,82,15742,Brisbane - Hobart,6,Metropolitian
1-Jul-19,BNE,HBA,2019,7,"1,791",22968,132,86,19781,Brisbane - Hobart,7,Metropolitian
1-Aug-19,BNE,HBA,2019,8,"1,791",22372,126,83,18642,Brisbane - Hobart,8,Metropolitian
1-Sep-19,BNE,HBA,2019,9,"1,791",22328,126,86,19204,Brisbane - Hobart,9,Metropolitian
1-Oct-19,BNE,HBA,2019,10,"1,791",23442,132,90,20974,Brisbane - Hobart,10,Metropolitian
1-Nov-19,BNE,HBA,2019,11,"1,791",24722,139,85,21124,Brisbane - Hobart,11,Metropolitian
1-Dec-19,BNE,HBA,2019,12,"1,791",30427,171,84,25414,Brisbane - Hobart,12,Metropolitian
1-Jan-20,BNE,HBA,2020,1,"1,791",31110,174,87,27011,Brisbane - Hobart,13,Metropolitian
1-Feb-20,BNE,HBA,2020,2,"1,791",23212,131,84,19518,Brisbane - Hobart,14,Metropolitian
1-Mar-20,BNE,HBA,2020,3,"1,791",19558,110,72,14112,Brisbane - Hobart,15,Metropolitian
1-Apr-20,BNE,HBA,2020,4,"1,791",,,,,Brisbane - Hobart,16,Metropolitian
1-May-20,BNE,HBA,2020,5,"1,791",,,,,Brisbane - Hobart,17,Metropolitian
1-Jun-20,BNE,HBA,2020,6,"1,791",,,,,Brisbane - Hobart,18,Metropolitian
1-Jul-20,BNE,HBA,2020,7,"1,791",,,,,Brisbane - Hobart,19,Metropolitian
1-Aug-20,BNE,HBA,2020,8,"1,791",,,,,Brisbane - Hobart,20,Metropolitian
1-Sep-20,BNE,HBA,2020,9,"1,791",,,,,Brisbane - Hobart,21,Metropolitian
1-Oct-20,BNE,HBA,2020,10,"1,791",,,,,Brisbane - Hobart,22,Metropolitian
1-Nov-20,BNE,HBA,2020,11,"1,791",13592,74,90,12236,Brisbane - Hobart,23,Metropolitian
1-Dec-20,BNE,HBA,2020,12,"1,791",35418,218,76,26820,Brisbane - Hobart,24,Metropolitian
1-Jan-21,BNE,HBA,2021,1,"1,791",36146,222,62,22391,Brisbane - Hobart,25,Metropolitian
1-Feb-21,BNE,HBA,2021,2,"1,791",24598,152,76,18732,Brisbane - Hobart,26,Metropolitian
1-Mar-21,BNE,HBA,2021,3,"1,791",28015,172,74,20806,Brisbane - Hobart,27,Metropolitian
1-Apr-21,BNE,HBA,2021,4,"1,791",27210,164,67,18182,Brisbane - Hobart,28,Metropolitian
1-May-21,BNE,HBA,2021,5,"1,791",23926,148,84,20018,Brisbane - Hobart,29,Metropolitian
1-Jun-21,BNE,HBA,2021,6,"1,791",24810,148,86,21348,Brisbane - Hobart,30,Metropolitian
1-Jan-19,BNE,HTI,2019,1,888,14802,117,62,9175,Brisbane - Hamilton Island,1,Regional
1-Feb-19,BNE,HTI,2019,2,888,13926,111,72,9983,Brisbane - Hamilton Island,2,Regional
1-Mar-19,BNE,HTI,2019,3,888,15256,122,64,9783,Brisbane - Hamilton Island,3,Regional
1-Apr-19,BNE,HTI,2019,4,888,15256,118,71,10818,Brisbane - Hamilton Island,4,Regional
1-May-19,BNE,HTI,2019,5,888,15056,118,67,10069,Brisbane - Hamilton Island,5,Regional
1-Jun-19,BNE,HTI,2019,6,888,14830,119,67,9905,Brisbane - Hamilton Island,6,Regional
1-Jul-19,BNE,HTI,2019,7,888,15540,119,73,11405,Brisbane - Hamilton Island,7,Regional
1-Aug-19,BNE,HTI,2019,8,888,15674,124,81,12628,Brisbane - Hamilton Island,8,Regional
1-Sep-19,BNE,HTI,2019,9,888,15440,124,81,12425,Brisbane - Hamilton Island,9,Regional
1-Oct-19,BNE,HTI,2019,10,888,15572,124,81,12530,Brisbane - Hamilton Island,10,Regional
1-Nov-19,BNE,HTI,2019,11,888,15102,120,77,11669,Brisbane - Hamilton Island,11,Regional
1-Dec-19,BNE,HTI,2019,12,888,15974,124,75,12021,Brisbane - Hamilton Island,12,Regional
1-Jan-20,BNE,HTI,2020,1,888,15571,123,75,11666,Brisbane - Hamilton Island,13,Regional
1-Feb-20,BNE,HTI,2020,2,888,14256,114,62,8878,Brisbane - Hamilton Island,14,Regional
1-Mar-20,BNE,HTI,2020,3,888,12078,97,55,6578,Brisbane - Hamilton Island,15,Regional
1-Apr-20,BNE,HTI,2020,4,888,,,,,Brisbane - Hamilton Island,16,Regional
1-May-20,BNE,HTI,2020,5,888,,,,,Brisbane - Hamilton Island,17,Regional
1-Jun-20,BNE,HTI,2020,6,888,,,,,Brisbane - Hamilton Island,18,Regional
1-Jul-20,BNE,HTI,2020,7,888,,,,,Brisbane - Hamilton Island,19,Regional
1-Aug-20,BNE,HTI,2020,8,888,,,,,Brisbane - Hamilton Island,20,Regional
1-Sep-20,BNE,HTI,2020,9,888,,,,,Brisbane - Hamilton Island,21,Regional
1-Oct-20,BNE,HTI,2020,10,888,24903,160,72,17984,Brisbane - Hamilton Island,22,Regional
1-Nov-20,BNE,HTI,2020,11,888,24999,144,76,18863,Brisbane - Hamilton Island,23,Regional
1-Dec-20,BNE,HTI,2020,12,888,33471,210,67,22349,Brisbane - Hamilton Island,24,Regional
1-Jan-21,BNE,HTI,2021,1,888,35460,220,56,19798,Brisbane - Hamilton Island,25,Regional
1-Feb-21,BNE,HTI,2021,2,888,19928,114,71,14161,Brisbane - Hamilton Island,26,Regional
1-Mar-21,BNE,HTI,2021,3,888,25466,157,63,15990,Brisbane - Hamilton Island,27,Regional
1-Apr-21,BNE,HTI,2021,4,888,24462,140,55,13330,Brisbane - Hamilton Island,28,Regional
1-May-21,BNE,HTI,2021,5,888,23716,136,69,16455,Brisbane - Hamilton Island,29,Regional
1-Jun-21,BNE,HTI,2021,6,888,23437,134,61,14382,Brisbane - Hamilton Island,30,Regional
1-Jan-19,BNE,ISA,2019,1,"1,573",14509,132,63,9156,Brisbane - Mount Isa,1,Regional
1-Feb-19,BNE,ISA,2019,2,"1,573",14280,135,68,9650,Brisbane - Mount Isa,2,Regional
1-Mar-19,BNE,ISA,2019,3,"1,573",15699,124,69,10699,Brisbane - Mount Isa,3,Regional
1-Apr-19,BNE,ISA,2019,4,"1,573",16530,141,68,11313,Brisbane - Mount Isa,4,Regional
1-May-19,BNE,ISA,2019,5,"1,573",16985,144,72,12146,Brisbane - Mount Isa,5,Regional
1-Jun-19,BNE,ISA,2019,6,"1,573",16316,138,73,11881,Brisbane - Mount Isa,6,Regional
1-Jul-19,BNE,ISA,2019,7,"1,573",17190,148,75,12891,Brisbane - Mount Isa,7,Regional
1-Aug-19,BNE,ISA,2019,8,"1,573",17496,147,77,13501,Brisbane - Mount Isa,8,Regional
1-Sep-19,BNE,ISA,2019,9,"1,573",16124,152,77,12346,Brisbane - Mount Isa,9,Regional
1-Oct-19,BNE,ISA,2019,10,"1,573",16884,147,78,13133,Brisbane - Mount Isa,10,Regional
1-Nov-19,BNE,ISA,2019,11,"1,573",16486,139,79,13003,Brisbane - Mount Isa,11,Regional
1-Dec-19,BNE,ISA,2019,12,"1,573",15315,131,74,11305,Brisbane - Mount Isa,12,Regional
1-Jan-20,BNE,ISA,2020,1,"1,573",15831,148,71,11191,Brisbane - Mount Isa,13,Regional
1-Feb-20,BNE,ISA,2020,2,"1,573",15886,134,67,10614,Brisbane - Mount Isa,14,Regional
1-Mar-20,BNE,ISA,2020,3,"1,573",14788,122,61,9073,Brisbane - Mount Isa,15,Regional
1-Apr-20,BNE,ISA,2020,4,"1,573",5700,36,39,2240,Brisbane - Mount Isa,16,Regional
1-May-20,BNE,ISA,2020,5,"1,573",,,,,Brisbane - Mount Isa,17,Regional
1-Jun-20,BNE,ISA,2020,6,"1,573",,,,,Brisbane - Mount Isa,18,Regional
1-Jul-20,BNE,ISA,2020,7,"1,573",,,,,Brisbane - Mount Isa,19,Regional
1-Aug-20,BNE,ISA,2020,8,"1,573",,,,,Brisbane - Mount Isa,20,Regional
1-Sep-20,BNE,ISA,2020,9,"1,573",,,,,Brisbane - Mount Isa,21,Regional
1-Oct-20,BNE,ISA,2020,10,"1,573",,,,,Brisbane - Mount Isa,22,Regional
1-Nov-20,BNE,ISA,2020,11,"1,573",19312,124,45,8728,Brisbane - Mount Isa,23,Regional
1-Dec-20,BNE,ISA,2020,12,"1,573",18987,119,49,9238,Brisbane - Mount Isa,24,Regional
1-Jan-21,BNE,ISA,2021,1,"1,573",,,,,Brisbane - Mount Isa,25,Regional
1-Feb-21,BNE,ISA,2021,2,"1,573",,,,,Brisbane - Mount Isa,26,Regional
1-Mar-21,BNE,ISA,2021,3,"1,573",21655,137,42,9179,Brisbane - Mount Isa,27,Regional
1-Apr-21,BNE,ISA,2021,4,"1,573",19369,163,49,9566,Brisbane - Mount Isa,28,Regional
1-May-21,BNE,ISA,2021,5,"1,573",19450,168,53,10377,Brisbane - Mount Isa,29,Regional
1-Jun-21,BNE,ISA,2021,6,"1,573",20398,178,53,10792,Brisbane - Mount Isa,30,Regional
1-Jan-19,BNE,LST,2021,1,"1,664",,,,,Brisbane - Launceston,1,Regional
1-Feb-19,BNE,LST,2021,2,"1,664",,,,,Brisbane - Launceston,2,Regional
1-Mar-19,BNE,LST,2021,3,"1,664",,,,,Brisbane - Launceston,3,Regional
1-Apr-19,BNE,LST,2021,4,"1,664",,,,,Brisbane - Launceston,4,Regional
1-May-19,BNE,LST,2021,5,"1,664",,,,,Brisbane - Launceston,5,Regional
1-Jun-19,BNE,LST,2021,6,"1,664",,,,,Brisbane - Launceston,6,Regional
1-Jul-19,BNE,LST,2021,7,"1,664",,,,,Brisbane - Launceston,7,Regional
1-Aug-19,BNE,LST,2021,8,"1,664",,,,,Brisbane - Launceston,8,Regional
1-Sep-19,BNE,LST,2021,9,"1,664",,,,,Brisbane - Launceston,9,Regional
1-Oct-19,BNE,LST,2021,10,"1,664",,,,,Brisbane - Launceston,10,Regional
1-Nov-19,BNE,LST,2021,11,"1,664",,,,,Brisbane - Launceston,11,Regional
1-Dec-19,BNE,LST,2021,12,"1,664",,,,,Brisbane - Launceston,12,Regional
1-Jan-20,BNE,LST,2021,1,"1,664",,,,,Brisbane - Launceston,13,Regional
1-Feb-20,BNE,LST,2021,2,"1,664",,,,,Brisbane - Launceston,14,Regional
1-Mar-20,BNE,LST,2021,3,"1,664",,,,,Brisbane - Launceston,15,Regional
1-Apr-20,BNE,LST,2021,4,"1,664",,,,,Brisbane - Launceston,16,Regional
1-May-20,BNE,LST,2021,5,"1,664",,,,,Brisbane - Launceston,17,Regional
1-Jun-20,BNE,LST,2021,6,"1,664",,,,,Brisbane - Launceston,18,Regional
1-Jul-20,BNE,LST,2021,7,"1,664",,,,,Brisbane - Launceston,19,Regional
1-Aug-20,BNE,LST,2021,8,"1,664",,,,,Brisbane - Launceston,20,Regional
1-Sep-20,BNE,LST,2021,9,"1,664",,,,,Brisbane - Launceston,21,Regional
1-Oct-20,BNE,LST,2021,10,"1,664",,,,,Brisbane - Launceston,22,Regional
1-Nov-20,BNE,LST,2021,11,"1,664",,,,,Brisbane - Launceston,23,Regional
1-Dec-20,BNE,LST,2021,12,"1,664",,,,,Brisbane - Launceston,24,Regional
1-Jan-21,BNE,LST,2021,1,"1,664",,,,,Brisbane - Launceston,25,Regional
1-Feb-21,BNE,LST,2021,2,"1,664",,,,,Brisbane - Launceston,26,Regional
1-Mar-21,BNE,LST,2021,3,"1,664",16348,90,76,12455,Brisbane - Launceston,27,Regional
1-Apr-21,BNE,LST,2021,4,"1,664",15289,84,70,10736,Brisbane - Launceston,28,Regional
1-May-21,BNE,LST,2021,5,"1,664",,,,,Brisbane - Launceston,29,Regional
1-Jun-21,BNE,LST,2021,6,"1,664",,,,,Brisbane - Launceston,30,Regional
1-Jan-19,BNE,MEL,2019,1,"1,381",366670,2216,81,296590,Brisbane - Melbourne,1,Metropolitian
1-Feb-19,BNE,MEL,2019,2,"1,381",325515,1956,79,255981,Brisbane - Melbourne,2,Metropolitian
1-Mar-19,BNE,MEL,2019,3,"1,381",363871,2133,81,295315,Brisbane - Melbourne,3,Metropolitian
1-Apr-19,BNE,MEL,2019,4,"1,381",370818,2137,83,307006,Brisbane - Melbourne,4,Metropolitian
1-May-19,BNE,MEL,2019,5,"1,381",341819,2017,81,276350,Brisbane - Melbourne,5,Metropolitian
1-Jun-19,BNE,MEL,2019,6,"1,381",338119,1991,81,275212,Brisbane - Melbourne,6,Metropolitian
1-Jul-19,BNE,MEL,2019,7,"1,381",387334,2259,85,330830,Brisbane - Melbourne,7,Metropolitian
1-Aug-19,BNE,MEL,2019,8,"1,381",358815,2108,85,306282,Brisbane - Melbourne,8,Metropolitian
1-Sep-19,BNE,MEL,2019,9,"1,381",360393,2111,87,312075,Brisbane - Melbourne,9,Metropolitian
1-Oct-19,BNE,MEL,2019,10,"1,381",379108,2211,87,331472,Brisbane - Melbourne,10,Metropolitian
1-Nov-19,BNE,MEL,2019,11,"1,381",353850,2077,87,306718,Brisbane - Melbourne,11,Metropolitian
1-Dec-19,BNE,MEL,2019,12,"1,381",367037,2205,86,314850,Brisbane - Melbourne,12,Metropolitian
1-Jan-20,BNE,MEL,2020,1,"1,381",360259,2132,86,308815,Brisbane - Melbourne,13,Metropolitian
1-Feb-20,BNE,MEL,2020,2,"1,381",315083,1891,76,239671,Brisbane - Melbourne,14,Metropolitian
1-Mar-20,BNE,MEL,2020,3,"1,381",274100,1663,62,168894,Brisbane - Melbourne,15,Metropolitian
1-Apr-20,BNE,MEL,2020,4,"1,381",23649,257,37,8637,Brisbane - Melbourne,16,Metropolitian
1-May-20,BNE,MEL,2020,5,"1,381",29062,267,56,16128,Brisbane - Melbourne,17,Metropolitian
1-Jun-20,BNE,MEL,2020,6,"1,381",44534,355,61,27098,Brisbane - Melbourne,18,Metropolitian
1-Jul-20,BNE,MEL,2020,7,"1,381",17880,232,37,6580,Brisbane - Melbourne,19,Metropolitian
1-Aug-20,BNE,MEL,2020,8,"1,381",9716,138,38,3677,Brisbane - Melbourne,20,Metropolitian
1-Sep-20,BNE,MEL,2020,9,"1,381",8646,182,51,4401,Brisbane - Melbourne,21,Metropolitian
1-Oct-20,BNE,MEL,2020,10,"1,381",10468,174,58,6050,Brisbane - Melbourne,22,Metropolitian
1-Nov-20,BNE,MEL,2020,11,"1,381",16156,220,39,6220,Brisbane - Melbourne,23,Metropolitian
1-Dec-20,BNE,MEL,2020,12,"1,381",169523,1138,78,132589,Brisbane - Melbourne,24,Metropolitian
1-Jan-21,BNE,MEL,2021,1,"1,381",155841,972,62,95958,Brisbane - Melbourne,25,Metropolitian
1-Feb-21,BNE,MEL,2021,2,"1,381",88818,622,53,47297,Brisbane - Melbourne,26,Metropolitian
1-Mar-21,BNE,MEL,2021,3,"1,381",180163,1096,73,131340,Brisbane - Melbourne,27,Metropolitian
1-Apr-21,BNE,MEL,2021,4,"1,381",206431,1268,66,136052,Brisbane - Melbourne,28,Metropolitian
1-May-21,BNE,MEL,2021,5,"1,381",236264,1456,68,159588,Brisbane - Melbourne,29,Metropolitian
1-Jun-21,BNE,MEL,2021,6,"1,381",100454,698,43,42825,Brisbane - Melbourne,30,Metropolitian
1-Jan-19,BNE,MKY,2019,1,797,81946,622,71,58371,Brisbane - Mackay,1,Regional
1-Feb-19,BNE,MKY,2019,2,797,74942,571,73,54441,Brisbane - Mackay,2,Regional
1-Mar-19,BNE,MKY,2019,3,797,81078,621,75,61198,Brisbane - Mackay,3,Regional
1-Apr-19,BNE,MKY,2019,4,797,83237,633,73,61140,Brisbane - Mackay,4,Regional
1-May-19,BNE,MKY,2019,5,797,87576,678,75,65378,Brisbane - Mackay,5,Regional
1-Jun-19,BNE,MKY,2019,6,797,82781,639,75,62406,Brisbane - Mackay,6,Regional
1-Jul-19,BNE,MKY,2019,7,797,88979,697,77,68800,Brisbane - Mackay,7,Regional
1-Aug-19,BNE,MKY,2019,8,797,88522,688,78,69350,Brisbane - Mackay,8,Regional
1-Sep-19,BNE,MKY,2019,9,797,86343,669,81,69701,Brisbane - Mackay,9,Regional
1-Oct-19,BNE,MKY,2019,10,797,86532,684,82,71185,Brisbane - Mackay,10,Regional
1-Nov-19,BNE,MKY,2019,11,797,81671,637,81,66122,Brisbane - Mackay,11,Regional
1-Dec-19,BNE,MKY,2019,12,797,81285,636,83,67545,Brisbane - Mackay,12,Regional
1-Jan-20,BNE,MKY,2020,1,797,81538,627,77,62875,Brisbane - Mackay,13,Regional
1-Feb-20,BNE,MKY,2020,2,797,78376,616,74,58246,Brisbane - Mackay,14,Regional
1-Mar-20,BNE,MKY,2020,3,797,69908,569,64,44894,Brisbane - Mackay,15,Regional
1-Apr-20,BNE,MKY,2020,4,797,14410,186,43,6121,Brisbane - Mackay,16,Regional
1-May-20,BNE,MKY,2020,5,797,10122,108,57,5741,Brisbane - Mackay,17,Regional
1-Jun-20,BNE,MKY,2020,6,797,18133,182,77,14021,Brisbane - Mackay,18,Regional
1-Jul-20,BNE,MKY,2020,7,797,37216,282,75,28035,Brisbane - Mackay,19,Regional
1-Aug-20,BNE,MKY,2020,8,797,51038,363,54,27674,Brisbane - Mackay,20,Regional
1-Sep-20,BNE,MKY,2020,9,797,51900,364,58,30264,Brisbane - Mackay,21,Regional
1-Oct-20,BNE,MKY,2020,10,797,55975,392,62,34907,Brisbane - Mackay,22,Regional
1-Nov-20,BNE,MKY,2020,11,797,57331,395,65,37059,Brisbane - Mackay,23,Regional
1-Dec-20,BNE,MKY,2020,12,797,67817,486,67,45599,Brisbane - Mackay,24,Regional
1-Jan-21,BNE,MKY,2021,1,797,63435,442,55,34630,Brisbane - Mackay,25,Regional
1-Feb-21,BNE,MKY,2021,2,797,58766,412,65,38181,Brisbane - Mackay,26,Regional
1-Mar-21,BNE,MKY,2021,3,797,73633,517,66,48375,Brisbane - Mackay,27,Regional
1-Apr-21,BNE,MKY,2021,4,797,69362,479,72,49731,Brisbane - Mackay,28,Regional
1-May-21,BNE,MKY,2021,5,797,73314,482,77,56522,Brisbane - Mackay,29,Regional
1-Jun-21,BNE,MKY,2021,6,797,79696,503,67,53451,Brisbane - Mackay,30,Regional
1-Jan-19,BNE,MOV,2019,1,780,,,,,Brisbane - Moranbah,1,Regional
