Month,In_Out,Australian_City,International_City,Airline,Flight_Path,Stop_1,Stop_2,Stop_3,Stop_4,Port_Country,Port_Region,Service_Country,Service_Region,Stops,All_Flights,Max_Seats,Year,Month_num
Jan-19,I,Adelaide,Auckland,Air New Zealand,AKL-ADL,AKL,ADL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,22,6864,2019,1
Jan-19,I,Adelaide,Denpasar,Jetstar,DPS-ADL,DPS,ADL,,,Indonesia,SE Asia,Indonesia,SE Asia,0,31,5718,2019,1
Jan-19,I,Adelaide,Doha,Qatar Airways,DOH-ADL,DOH,ADL,,,Qatar,Middle East,Qatar,Middle East,0,31,8773,2019,1
Jan-19,I,Adelaide,Dubai,Emirates,DXB-ADL,DXB,ADL,,,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,31,11032,2019,1
Jan-19,I,Adelaide,Guangzhou,China Southern Airlines,CAN-ADL,CAN,ADL,,,China,NE Asia,China,NE Asia,0,25,7050,2019,1
Jan-19,I,Adelaide,Hong Kong,Cathay Pacific Airways,HKG-ADL,HKG,ADL,,,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,27,6777,2019,1
Jan-19,I,Adelaide,Kuala Lumpur,Malaysia Airlines,KUL-ADL,KUL,ADL,,,Malaysia,SE Asia,Malaysia,SE Asia,0,22,6380,2019,1
Jan-19,I,Adelaide,Nadi,Fiji Airways,NAN-ADL,NAN,ADL,,,Fiji,Islands,Fiji,Islands,0,8,1312,2019,1
Jan-19,I,Adelaide,Singapore,Singapore Airlines,SIN-ADL,SIN,ADL,,,Singapore,SE Asia,Singapore,SE Asia,0,40,11958,2019,1
Jan-19,I,Brisbane,Abu Dhabi,Etihad Airways,AUH-BNE,AUH,BNE,,,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,31,9269,2019,1
Jan-19,I,Brisbane,Apia,Virgin Australia,APW-BNE,APW,BNE,,,Western Samoa,Islands,Western Samoa,Islands,0,7,1232,2019,1
Jan-19,I,Brisbane,Apia,Samoa Airways,APW-BNE,APW,BNE,,,Western Samoa,Islands,Western Samoa,Islands,0,7,1190,2019,1
Jan-19,I,Brisbane,Auckland,Virgin Australia,AKL-BNE,AKL,BNE,,,New Zealand,New Zealand,New Zealand,New Zealand,0,68,11968,2019,1
Jan-19,I,Brisbane,Auckland,Qantas Airways,AKL-BNE,AKL,BNE,,,New Zealand,New Zealand,New Zealand,New Zealand,0,66,14402,2019,1
Jan-19,I,Brisbane,Auckland,Air New Zealand,AKL-BNE,AKL,BNE,,,New Zealand,New Zealand,New Zealand,New Zealand,0,78,19483,2019,1
Jan-19,I,Brisbane,Auckland,China Airlines,AKL-BNE-TPE,AKL,BNE,TPE,,New Zealand,New Zealand,New Zealand,New Zealand,1,31,11098,2019,1
Jan-19,I,Brisbane,Bangkok,Thai Airways International,BKK-BNE,BKK,BNE,,,Thailand,SE Asia,Thailand,SE Asia,0,17,4964,2019,1
Jan-19,I,Brisbane,Beijing,Air China,BJS-BNE,BJS,BNE,,,China,NE Asia,China,NE Asia,0,8,1924,2019,1
Jan-19,I,Brisbane,Christchurch,Virgin Australia,CHC-BNE,CHC,BNE,,,New Zealand,New Zealand,New Zealand,New Zealand,0,33,5808,2019,1
Jan-19,I,Brisbane,Christchurch,Qantas Airways,CHC-BNE,CHC,BNE,,,New Zealand,New Zealand,New Zealand,New Zealand,0,30,5220,2019,1
Jan-19,I,Brisbane,Christchurch,Air New Zealand,CHC-BNE,CHC,BNE,,,New Zealand,New Zealand,New Zealand,New Zealand,0,44,7234,2019,1
Jan-19,I,Brisbane,Denpasar,Virgin Australia,DPS-BNE,DPS,BNE,,,Indonesia,SE Asia,Indonesia,SE Asia,0,43,7568,2019,1
Jan-19,I,Brisbane,Denpasar,Jetstar,DPS-BNE,DPS,BNE,,,Indonesia,SE Asia,Indonesia,SE Asia,0,31,10385,2019,1
Jan-19,I,Brisbane,Denpasar,Malindo Air,KUL-DPS-BNE,KUL,DPS,BNE,,Indonesia,SE Asia,Malaysia,SE Asia,1,31,5022,2019,1
Jan-19,I,Brisbane,Dubai,Emirates,DXB-BNE,DXB,BNE,,,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,62,26135,2019,1
Jan-19,I,Brisbane,Dubai,Emirates,DXB-SIN-BNE,DXB,SIN,BNE,,United Arab Emirates,Middle East,United Arab Emirates,Middle East,1,31,10976,2019,1
Jan-19,I,Brisbane,Dunedin,Virgin Australia,DUD-BNE,DUD,BNE,,,New Zealand,New Zealand,New Zealand,New Zealand,0,15,2640,2019,1
Jan-19,I,Brisbane,Espiritu Santo,Air Vanuatu,SON-BNE,SON,BNE,,,Vanuatu,Islands,Vanuatu,Islands,0,4,680,2019,1
Jan-19,I,Brisbane,Espiritu Santo,Air Vanuatu,VLI-SON-BNE,VLI,SON,BNE,,Vanuatu,Islands,Vanuatu,Islands,1,4,680,2019,1
Jan-19,I,Brisbane,Guangzhou,China Southern Airlines,CAN-BNE,CAN,BNE,,,China,NE Asia,China,NE Asia,0,31,8835,2019,1
Jan-19,I,Brisbane,Hong Kong,Cathay Pacific Airways,HKG-BNE,HKG,BNE,,,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,48,12947,2019,1
Jan-19,I,Brisbane,Hong Kong,Qantas Airways,HKG-BNE,HKG,BNE,,,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,31,8363,2019,1
Jan-19,I,Brisbane,Honiara,Virgin Australia,HIR-BNE,HIR,BNE,,,Solomon Islands,Islands,Solomon Islands,Islands,0,10,1760,2019,1
Jan-19,I,Brisbane,Honiara,Solomon Airlines,HIR-BNE,HIR,BNE,,,Solomon Islands,Islands,Solomon Islands,Islands,0,21,2856,2019,1
Jan-19,I,Brisbane,Honolulu,Hawaiian Airlines,HNL-BNE,HNL,BNE,,,USA,N America,USA,N America,0,15,4155,2019,1
Jan-19,I,Brisbane,Honolulu,Qantas Airways,HNL-BNE-SYD,HNL,BNE,SYD,,USA,N America,USA,N America,1,1,364,2019,1
Jan-19,I,Brisbane,Kuala Lumpur,Malaysia Airlines,KUL-BNE,KUL,BNE,,,Malaysia,SE Asia,Malaysia,SE Asia,0,18,5220,2019,1
Jan-19,I,Brisbane,Kuala Lumpur,Malindo Air,KUL-DPS-BNE,KUL,DPS,BNE,,Malaysia,SE Asia,Malaysia,SE Asia,1,31,5022,2019,1
Jan-19,I,Brisbane,Los Angeles,Virgin Australia,LAX-BNE,LAX,BNE,,,USA,N America,USA,N America,0,27,9153,2019,1
Jan-19,I,Brisbane,Los Angeles,Qantas Airways,LAX-BNE,LAX,BNE,,,USA,N America,USA,N America,0,47,11088,2019,1
Jan-19,I,Brisbane,Manila,Philippine Airlines,MNL-BNE,MNL,BNE,,,Philippines,SE Asia,Philippines,SE Asia,0,22,3696,2019,1
Jan-19,I,Brisbane,Nadi,Virgin Australia,NAN-BNE,NAN,BNE,,,Fiji,Islands,Fiji,Islands,0,34,6281,2019,1
Jan-19,I,Brisbane,Nadi,Fiji Airways,NAN-BNE,NAN,BNE,,,Fiji,Islands,Fiji,Islands,0,32,5518,2019,1
Jan-19,I,Brisbane,Nauru,Nauru Airlines,INU-BNE,INU,BNE,,,Nauru,Islands,Nauru,Islands,0,16,2048,2019,1
Jan-19,I,Brisbane,Noumea,Qantas Airways,NOU-BNE,NOU,BNE,,,New Caledonia,Islands,New Caledonia,Islands,0,4,700,2019,1
Jan-19,I,Brisbane,Noumea,Air Caledonie,NOU-BNE,NOU,BNE,,,New Caledonia,Islands,New Caledonia,Islands,0,18,2892,2019,1
Jan-19,I,Brisbane,Port Moresby,Virgin Australia,POM-BNE,POM,BNE,,,Papua New Guinea,Islands,Papua New Guinea,Islands,0,22,3872,2019,1
Jan-19,I,Brisbane,Port Moresby,Air Niugini,POM-BNE,POM,BNE,,,Papua New Guinea,Islands,Papua New Guinea,Islands,0,31,6370,2019,1
Jan-19,I,Brisbane,Port Moresby,Qantas Airways,POM-BNE,POM,BNE,,,Papua New Guinea,Islands,Papua New Guinea,Islands,0,27,4590,2019,1
Jan-19,I,Brisbane,Port Vila,Virgin Australia,VLI-BNE,VLI,BNE,,,Vanuatu,Islands,Vanuatu,Islands,0,18,3168,2019,1
Jan-19,I,Brisbane,Port Vila,Air Vanuatu,VLI-BNE,VLI,BNE,,,Vanuatu,Islands,Vanuatu,Islands,0,8,1360,2019,1
Jan-19,I,Brisbane,Port Vila,Air Vanuatu,VLI-SON-BNE,VLI,SON,BNE,,Vanuatu,Islands,Vanuatu,Islands,1,4,680,2019,1
Jan-19,I,Brisbane,Queenstown,Virgin Australia,ZQN-BNE,ZQN,BNE,,,New Zealand,New Zealand,New Zealand,New Zealand,0,23,4048,2019,1
Jan-19,I,Brisbane,Queenstown,Qantas Airways,ZQN-BNE,ZQN,BNE,,,New Zealand,New Zealand,New Zealand,New Zealand,0,1,174,2019,1
Jan-19,I,Brisbane,Queenstown,Air New Zealand,ZQN-BNE,ZQN,BNE,,,New Zealand,New Zealand,New Zealand,New Zealand,0,18,2954,2019,1
Jan-19,I,Brisbane,Seoul,Korean Air,SEL-BNE,SEL,BNE,,,Korea,NE Asia,Korea,NE Asia,0,31,8339,2019,1
Jan-19,I,Brisbane,Shanghai,China Eastern Airlines,SHA-BNE,SHA,BNE,,,China,NE Asia,China,NE Asia,0,31,7190,2019,1
Jan-19,I,Brisbane,Shenzhen,Hainan Airlines,SZX-BNE,SZX,BNE,,,China,NE Asia,China,NE Asia,0,8,1712,2019,1
Jan-19,I,Brisbane,Singapore,Emirates,DXB-SIN-BNE,DXB,SIN,BNE,,Singapore,SE Asia,United Arab Emirates,Middle East,1,31,10976,2019,1
Jan-19,I,Brisbane,Singapore,Qantas Airways,SIN-BNE,SIN,BNE,,,Singapore,SE Asia,Singapore,SE Asia,0,31,8969,2019,1
Jan-19,I,Brisbane,Singapore,Singapore Airlines,SIN-BNE,SIN,BNE,,,Singapore,SE Asia,Singapore,SE Asia,0,124,33264,2019,1
Jan-19,I,Brisbane,Taipei,Eva Air,TPE-BNE,TPE,BNE,,,Taiwan,NE Asia,Taiwan,NE Asia,0,23,7107,2019,1
Jan-19,I,Brisbane,Taipei,China Airlines,TPE-BNE-AKL,TPE,BNE,AKL,,Taiwan,NE Asia,Taiwan,NE Asia,1,31,11098,2019,1
Jan-19,I,Brisbane,Tokyo,Qantas Airways,TYO-BNE,TYO,BNE,,,Japan,NE Asia,Japan,NE Asia,0,31,9206,2019,1
Jan-19,I,Brisbane,Vancouver,Air Canada,YVR-BNE,YVR,BNE,,,Canada,N America,Canada,N America,0,31,8035,2019,1
Jan-19,I,Brisbane,Wellington,Virgin Australia,WLG-BNE,WLG,BNE,,,New Zealand,New Zealand,New Zealand,New Zealand,0,39,6864,2019,1
Jan-19,I,Brisbane,Wellington,Air New Zealand,WLG-BNE,WLG,BNE,,,New Zealand,New Zealand,New Zealand,New Zealand,0,22,3616,2019,1
Jan-19,I,Cairns,Denpasar,Jetstar,DPS-CNS,DPS,CNS,,,Indonesia,SE Asia,Indonesia,SE Asia,0,18,3276,2019,1
Jan-19,I,Cairns,Guangzhou,China Southern Airlines,CAN-CNS,CAN,CNS,,,China,NE Asia,China,NE Asia,0,17,4862,2019,1
Jan-19,I,Cairns,Hong Kong,Cathay Pacific Airways,HKG-CNS,HKG,CNS,,,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,13,3263,2019,1
Jan-19,I,Cairns,Osaka,Jetstar,OSA-CNS,OSA,CNS,,,Japan,NE Asia,Japan,NE Asia,0,25,8375,2019,1
Jan-19,I,Cairns,Port Moresby,Air Niugini,POM-CNS,POM,CNS,,,Papua New Guinea,Islands,Papua New Guinea,Islands,0,39,4347,2019,1
Jan-19,I,Cairns,Shanghai,China Eastern Airlines,SHA-CNS,SHA,CNS,,,China,NE Asia,China,NE Asia,0,13,2994,2019,1
Jan-19,I,Cairns,Shenzhen,Hainan Airlines,SZX-CNS,SZX,CNS,,,China,NE Asia,China,NE Asia,0,9,1926,2019,1
Jan-19,I,Cairns,Singapore,Silk Air,SIN-CNS,SIN,CNS,,,Singapore,SE Asia,Singapore,SE Asia,0,22,3468,2019,1
Jan-19,I,Cairns,Tokyo,Jetstar,TYO-CNS,TYO,CNS,,,Japan,NE Asia,Japan,NE Asia,0,25,8375,2019,1
Jan-19,I,Cairns,Tokyo,Jetstar,TYO-CNS-MEL,TYO,CNS,MEL,,Japan,NE Asia,Japan,NE Asia,1,5,1675,2019,1
Jan-19,I,Canberra,Doha,Qatar Airways,DOH-SYD-CBR,DOH,SYD,CBR,,Qatar,Middle East,Qatar,Middle East,1,31,10974,2019,1
Jan-19,I,Canberra,Singapore,Singapore Airlines,SIN-SYD-CBR,SIN,SYD,CBR,,Singapore,SE Asia,Singapore,SE Asia,1,31,8184,2019,1
Jan-19,I,Darwin,Denpasar,Jetstar,DPS-DRW,DPS,DRW,,,Indonesia,SE Asia,Indonesia,SE Asia,0,31,5694,2019,1
Jan-19,I,Darwin,Shenzhen,Donghai Airlines,SZX-DRW,SZX,DRW,,,China,NE Asia,China,NE Asia,0,9,972,2019,1
Jan-19,I,Darwin,Singapore,Jetstar Asia,SIN-DRW,SIN,DRW,,,Singapore,SE Asia,Singapore,SE Asia,0,23,4140,2019,1
Jan-19,I,Darwin,Singapore,Silk Air,SIN-DRW,SIN,DRW,,,Singapore,SE Asia,Singapore,SE Asia,0,27,4224,2019,1
Jan-19,I,Gold Coast,Auckland,Virgin Australia,AKL-OOL,AKL,OOL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,31,5456,2019,1
Jan-19,I,Gold Coast,Auckland,Jetstar,AKL-OOL,AKL,OOL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,33,6114,2019,1
Jan-19,I,Gold Coast,Auckland,Air New Zealand,AKL-OOL,AKL,OOL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,25,5160,2019,1
Jan-19,I,Gold Coast,Auckland,AirAsia X,AKL-OOL-KUL,AKL,OOL,KUL,,New Zealand,New Zealand,New Zealand,New Zealand,1,30,11310,2019,1
Jan-19,I,Gold Coast,Christchurch,Jetstar,CHC-OOL,CHC,OOL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,14,2598,2019,1
Jan-19,I,Gold Coast,Christchurch,Air New Zealand,CHC-OOL,CHC,OOL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,9,1477,2019,1
Jan-19,I,Gold Coast,Kuala Lumpur,AirAsia X,KUL-OOL,KUL,OOL,,,Malaysia,SE Asia,Malaysia,SE Asia,0,9,3393,2019,1
Jan-19,I,Gold Coast,Kuala Lumpur,AirAsia X,KUL-OOL-AKL,KUL,OOL,AKL,,Malaysia,SE Asia,Malaysia,SE Asia,1,29,10933,2019,1
Jan-19,I,Gold Coast,Queenstown,Jetstar,ZQN-OOL,ZQN,OOL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,13,2418,2019,1
Jan-19,I,Gold Coast,Singapore,Scoot Tigerair,SIN-OOL,SIN,OOL,,,Singapore,SE Asia,Singapore,SE Asia,0,22,7780,2019,1
Jan-19,I,Gold Coast,Tokyo,Jetstar,TYO-OOL,TYO,OOL,,,Japan,NE Asia,Japan,NE Asia,0,23,7705,2019,1
Jan-19,I,Gold Coast,Tokyo,Jetstar,TYO-OOL-MEL,TYO,OOL,MEL,,Japan,NE Asia,Japan,NE Asia,1,4,1340,2019,1
Jan-19,I,Gold Coast,Wellington,Jetstar,WLG-OOL,WLG,OOL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,18,3336,2019,1
Jan-19,I,Melbourne,Abu Dhabi,Etihad Airways,AUH-MEL,AUH,MEL,,,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,62,18527,2019,1
Jan-19,I,Melbourne,Auckland,Virgin Australia,AKL-MEL,AKL,MEL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,62,10912,2019,1
Jan-19,I,Melbourne,Auckland,Jetstar,AKL-MEL,AKL,MEL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,36,6654,2019,1
Jan-19,I,Melbourne,Auckland,Qantas Airways,AKL-MEL,AKL,MEL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,125,27364,2019,1
Jan-19,I,Melbourne,Auckland,Air New Zealand,AKL-MEL,AKL,MEL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,128,31194,2019,1
Jan-19,I,Melbourne,Bandar Seri Begawan,Royal Brunei Airlines,BWN-MEL,BWN,MEL,,,Brunei,SE Asia,Brunei,SE Asia,0,31,7874,2019,1
Jan-19,I,Melbourne,Bangkok,Jetstar,BKK-MEL,BKK,MEL,,,Thailand,SE Asia,Thailand,SE Asia,0,14,4690,2019,1
Jan-19,I,Melbourne,Bangkok,Thai Airways International,BKK-MEL,BKK,MEL,,,Thailand,SE Asia,Thailand,SE Asia,0,49,15729,2019,1
Jan-19,I,Melbourne,Beijing,Air China,BJS-MEL,BJS,MEL,,,China,NE Asia,China,NE Asia,0,31,9021,2019,1
Jan-19,I,Melbourne,Changsha,Hainan Airlines,CSX-HAK-MEL,CSX,HAK,MEL,,China,NE Asia,China,NE Asia,1,5,1359,2019,1
Jan-19,I,Melbourne,Chengdu,Sichuan Airlines,CTU-MEL,CTU,MEL,,,China,NE Asia,China,NE Asia,0,13,3965,2019,1
Jan-19,I,Melbourne,Chongqing,Tianjin Airlines,CKG-MEL,CKG,MEL,,,China,NE Asia,China,NE Asia,0,14,4130,2019,1
Jan-19,I,Melbourne,Christchurch,Virgin Australia,CHC-MEL,CHC,MEL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,31,5456,2019,1
Jan-19,I,Melbourne,Christchurch,Jetstar,CHC-MEL,CHC,MEL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,31,5730,2019,1
Jan-19,I,Melbourne,Christchurch,Qantas Airways,CHC-MEL,CHC,MEL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,31,5394,2019,1
Jan-19,I,Melbourne,Christchurch,Air New Zealand,CHC-MEL,CHC,MEL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,54,8884,2019,1
Jan-19,I,Melbourne,Colombo,SriLankan Airlines,CMB-MEL,CMB,MEL,,,Sri Lanka,S Asia,Sri Lanka,S Asia,0,31,8990,2019,1
Jan-19,I,Melbourne,Denpasar,Garuda Indonesia,DPS-MEL,DPS,MEL,,,Indonesia,SE Asia,Indonesia,SE Asia,0,35,9310,2019,1
Jan-19,I,Melbourne,Denpasar,Jetstar,DPS-MEL,DPS,MEL,,,Indonesia,SE Asia,Indonesia,SE Asia,0,56,18760,2019,1
Jan-19,I,Melbourne,Denpasar,Qantas Airways,DPS-MEL,DPS,MEL,,,Indonesia,SE Asia,Indonesia,SE Asia,0,31,4929,2019,1
Jan-19,I,Melbourne,Denpasar,Malindo Air,KUL-DPS-MEL,KUL,DPS,MEL,,Indonesia,SE Asia,Malaysia,SE Asia,1,31,5022,2019,1
Jan-19,I,Melbourne,Doha,Qatar Airways,DOH-MEL,DOH,MEL,,,Qatar,Middle East,Qatar,Middle East,0,31,16027,2019,1
Jan-19,I,Melbourne,Dubai,Emirates,DXB-MEL,DXB,MEL,,,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,62,30468,2019,1
Jan-19,I,Melbourne,Dubai,Emirates,DXB-SIN-MEL,DXB,SIN,MEL,,United Arab Emirates,Middle East,United Arab Emirates,Middle East,1,31,13519,2019,1
Jan-19,I,Melbourne,Guangzhou,China Southern Airlines,CAN-MEL,CAN,MEL,,,China,NE Asia,China,NE Asia,0,93,26226,2019,1
Jan-19,I,Melbourne,Haikou,Hainan Airlines,CSX-HAK-MEL,CSX,HAK,MEL,,China,NE Asia,China,NE Asia,1,5,1359,2019,1
Jan-19,I,Melbourne,Haikou,Hainan Airlines,HAK-MEL,HAK,MEL,,,China,NE Asia,China,NE Asia,0,4,1212,2019,1
Jan-19,I,Melbourne,Hangzhou,Xiamen Airlines,XMN-HGH-MEL,XMN,HGH,MEL,,China,NE Asia,China,NE Asia,1,9,2115,2019,1
Jan-19,I,Melbourne,Ho Chi Minh City,Jetstar,SGN-MEL,SGN,MEL,,,Vietnam,SE Asia,Vietnam,SE Asia,0,14,4690,2019,1
Jan-19,I,Melbourne,Ho Chi Minh City,Vietnam Airlines,SGN-MEL,SGN,MEL,,,Vietnam,SE Asia,Vietnam,SE Asia,0,31,9455,2019,1
Jan-19,I,Melbourne,Hong Kong,Cathay Pacific Airways,HKG-MEL,HKG,MEL,,,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,85,25480,2019,1
Jan-19,I,Melbourne,Hong Kong,Virgin Australia,HKG-MEL,HKG,MEL,,,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,31,8525,2019,1
Jan-19,I,Melbourne,Hong Kong,Qantas Airways,HKG-MEL,HKG,MEL,,,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,31,7846,2019,1
Jan-19,I,Melbourne,Honolulu,Jetstar,HNL-MEL,HNL,MEL,,,USA,N America,USA,N America,0,13,4355,2019,1
Jan-19,I,Melbourne,Jakarta,Garuda Indonesia,JKT-MEL,JKT,MEL,,,Indonesia,SE Asia,Indonesia,SE Asia,0,22,5471,2019,1
Jan-19,I,Melbourne,Kuala Lumpur,AirAsia X,KUL-AVV,KUL,AVV,,,Malaysia,SE Asia,Malaysia,SE Asia,0,62,23374,2019,1
Jan-19,I,Melbourne,Kuala Lumpur,Malindo Air,KUL-DPS-MEL,KUL,DPS,MEL,,Malaysia,SE Asia,Malaysia,SE Asia,1,31,5022,2019,1
Jan-19,I,Melbourne,Kuala Lumpur,Malaysia Airlines,KUL-MEL,KUL,MEL,,,Malaysia,SE Asia,Malaysia,SE Asia,0,62,17980,2019,1
Jan-19,I,Melbourne,London,Qantas Airways,LON-PER-MEL,LON,PER,MEL,,UK,Europe,UK,Europe,1,28,6523,2019,1
Jan-19,I,Melbourne,Los Angeles,Virgin Australia,LAX-MEL,LAX,MEL,,,USA,N America,USA,N America,0,21,7119,2019,1
Jan-19,I,Melbourne,Los Angeles,Qantas Airways,LAX-MEL,LAX,MEL,,,USA,N America,USA,N America,0,38,16627,2019,1
Jan-19,I,Melbourne,Los Angeles,United Airlines,LAX-MEL,LAX,MEL,,,USA,N America,USA,N America,0,31,7812,2019,1
Jan-19,I,Melbourne,Manila,Cebu Pacific Air,MNL-MEL,MNL,MEL,,,Philippines,SE Asia,Philippines,SE Asia,0,14,6104,2019,1
Jan-19,I,Melbourne,Manila,Philippine Airlines,MNL-MEL,MNL,MEL,,,Philippines,SE Asia,Philippines,SE Asia,0,31,9313,2019,1
Jan-19,I,Melbourne,Nadi,Virgin Australia,NAN-MEL,NAN,MEL,,,Fiji,Islands,Fiji,Islands,0,15,2640,2019,1
Jan-19,I,Melbourne,Nadi,Fiji Airways,NAN-MEL,NAN,MEL,,,Fiji,Islands,Fiji,Islands,0,34,5866,2019,1
Jan-19,I,Melbourne,New Delhi,Air India,DEL-MEL,DEL,MEL,,,India,S Asia,India,S Asia,0,13,3328,2019,1
Jan-19,I,Melbourne,Noumea,Air Caledonie,NOU-MEL,NOU,MEL,,,New Caledonia,Islands,New Caledonia,Islands,0,13,1994,2019,1
Jan-19,I,Melbourne,Phuket,Jetstar,HKT-MEL,HKT,MEL,,,Thailand,SE Asia,Thailand,SE Asia,0,18,6030,2019,1
Jan-19,I,Melbourne,Qingdao,Beijing Capital Airlines,TAO-MEL,TAO,MEL,,,China,NE Asia,China,NE Asia,0,13,2886,2019,1
Jan-19,I,Melbourne,Queenstown,Virgin Australia,ZQN-MEL,ZQN,MEL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,19,3344,2019,1
Jan-19,I,Melbourne,Queenstown,Jetstar,ZQN-MEL,ZQN,MEL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,30,5502,2019,1
Jan-19,I,Melbourne,Queenstown,Air New Zealand,ZQN-MEL,ZQN,MEL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,35,5747,2019,1
Jan-19,I,Melbourne,San Francisco,Qantas Airways,SFO-MEL,SFO,MEL,,,USA,N America,USA,N America,0,17,4137,2019,1
Jan-19,I,Melbourne,Santiago,LATAM Airlines,SCL-MEL,SCL,MEL,,,Chile,S America,Chile,S America,0,22,6543,2019,1
Jan-19,I,Melbourne,Shanghai,Air China,SHA-MEL,SHA,MEL,,,China,NE Asia,China,NE Asia,0,18,4734,2019,1
Jan-19,I,Melbourne,Shanghai,China Eastern Airlines,SHA-MEL,SHA,MEL,,,China,NE Asia,China,NE Asia,0,62,16988,2019,1
Jan-19,I,Melbourne,Shenzhen,China Southern Airlines,SZX-MEL,SZX,MEL,,,China,NE Asia,China,NE Asia,0,13,3666,2019,1
Jan-19,I,Melbourne,Singapore,Emirates,DXB-SIN-MEL,DXB,SIN,MEL,,Singapore,SE Asia,United Arab Emirates,Middle East,1,31,13519,2019,1
Jan-19,I,Melbourne,Singapore,Jetstar,SIN-MEL,SIN,MEL,,,Singapore,SE Asia,Singapore,SE Asia,0,6,2010,2019,1
Jan-19,I,Melbourne,Singapore,Qantas Airways,SIN-MEL,SIN,MEL,,,Singapore,SE Asia,Singapore,SE Asia,0,62,24081,2019,1
Jan-19,I,Melbourne,Singapore,Singapore Airlines,SIN-MEL,SIN,MEL,,,Singapore,SE Asia,Singapore,SE Asia,0,124,37882,2019,1
Jan-19,I,Melbourne,Singapore,Scoot Tigerair,SIN-MEL,SIN,MEL,,,Singapore,SE Asia,Singapore,SE Asia,0,31,11373,2019,1
Jan-19,I,Melbourne,Singapore,Singapore Airlines,SIN-MEL-WLG,SIN,MEL,WLG,,Singapore,SE Asia,Singapore,SE Asia,1,17,4522,2019,1
Jan-19,I,Melbourne,Taipei,China Airlines,TPE-MEL,TPE,MEL,,,Taiwan,NE Asia,Taiwan,NE Asia,0,13,4654,2019,1
Jan-19,I,Melbourne,Tokyo,Jetstar,TYO-CNS-MEL,TYO,CNS,MEL,,Japan,NE Asia,Japan,NE Asia,1,5,1675,2019,1
Jan-19,I,Melbourne,Tokyo,Japan Airlines,TYO-MEL,TYO,MEL,,,Japan,NE Asia,Japan,NE Asia,0,31,4991,2019,1
Jan-19,I,Melbourne,Tokyo,Qantas Airways,TYO-MEL,TYO,MEL,,,Japan,NE Asia,Japan,NE Asia,0,31,9198,2019,1
Jan-19,I,Melbourne,Tokyo,Jetstar,TYO-OOL-MEL,TYO,OOL,MEL,,Japan,NE Asia,Japan,NE Asia,1,4,1340,2019,1
Jan-19,I,Melbourne,Vancouver,Air Canada,YVR-MEL,YVR,MEL,,,Canada,N America,Canada,N America,0,17,4884,2019,1
Jan-19,I,Melbourne,Wellington,Qantas Airways,WLG-MEL,WLG,MEL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,30,5220,2019,1
Jan-19,I,Melbourne,Wellington,Air New Zealand,WLG-MEL,WLG,MEL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,29,4767,2019,1
Jan-19,I,Melbourne,Wellington,Singapore Airlines,WLG-MEL-SIN,WLG,MEL,SIN,,New Zealand,New Zealand,New Zealand,New Zealand,1,17,4522,2019,1
Jan-19,I,Melbourne,Xiamen,Xiamen Airlines,XMN-HGH-MEL,XMN,HGH,MEL,,China,NE Asia,China,NE Asia,1,9,2115,2019,1
Jan-19,I,Melbourne,Xiamen,Xiamen Airlines,XMN-MEL,XMN,MEL,,,China,NE Asia,China,NE Asia,0,14,3390,2019,1
Jan-19,I,Melbourne,Xi'an,Hainan Airlines,XIY-MEL,XIY,MEL,,,China,NE Asia,China,NE Asia,0,9,2339,2019,1
